Sunspot positions and areas from observations by Galileo Galilei defined by Vokhmyanin, Arlt, and Zolotova (in Solar Physics 2020).

Method I: sunspot positions are defined according to the time of observation reported by the observer (Hor).

Draw - Number of drawing;
Place - Location of the observer;
YYYY - Year;

MM - Month;

DD - Day;

HH - UT Hour (Time of observation defined by means of Method I);

MI- Minute (Time of observation defined by means of Method I);
G_Har - Number of sunspot group according to numeration assigned by us in the Harriot’s observations (Sunspot positions and areas from observations by Thomas Harriot defined by Vokhmyanin, Arlt, and Zolotova, Solar Physics 2020, v. 295:39; https://doi.org/10.1007/s11207-020-01604-4);

G - Arbitrary number of sunspot group;

Sp - Arbitrary number of sunspot;

BBB.BB - Heliographic latitude. Southern latitudes are negative;

LLL.LL - Heliographic longitude in the Carrington rotation frame;
B0 - Heliographic latitude of apparent disk center;
L0 - Heliographic longitude of apparent disk center;

P - Position angle;
Rot - Rotation angle of solar image in x-y plane;

q - Parallactic angle;

Alt - Altitude;

Azm - Azimuth;
Area_w - Area of the whole sunspot in millionths of the solar hemisphere (msh);
Area_u - Area of umbra in millionths of the solar hemisphere (msh);
Area_p - Area of penumbra in millionths of the solar hemisphere (msh), negative values indicate that several umbrae have a common penumbra, e.g. -203 means that the given umbra shares a penumbra with umbra No.203;

alpha - Angular distance on the surface of the Sun from the center of the disk to the area-weighted position of the object;
Hor - Time of observation noted by the observer in hours after sunset;
HH_rise and MI_rise - Time of sunrise in UT Hour and Minute;
HH_set and MI_set - Time of sunset in UT Hour and Minute.




Draw	Place	YYYY	MM	DD	HH	MI	G_Har	G	Sp	BBB.BB	LLL.LL	B0	L0	P	Rot	q	Alt	Azm	Area_w	Area_u	Area_p	alpha	Hor	HH_rise	MI_rise	HH_set	MI_set	Comment
11	Villa delle Selve 	1612	4	5	16	53	63	20	46	12.18	88.37	-5.87	80.31	-26.92	-73.52	46.6	8.94	270.28	336	NaN	NaN	19.75	sunset			4	57	17	39	
11	Villa delle Selve 	1612	4	5	16	53	63	20	47	13.38	88.81	-5.87	80.31	-26.92	-73.52	46.6	8.94	270.28	306	NaN	NaN	21.02	sunset			4	57	17	39	
11	Villa delle Selve 	1612	4	5	16	53	63	20	48	14.27	91.67	-5.87	80.31	-26.92	-73.52	46.6	8.94	270.28	10	NaN	NaN	23.07	sunset			4	57	17	39	
11	Villa delle Selve 	1612	4	5	16	53	63	20	49	11.98	95.32	-5.87	80.31	-26.92	-73.52	46.6	8.94	270.28	168	NaN	NaN	23.27	sunset			4	57	17	39	
11	Villa delle Selve 	1612	4	5	16	53	63	20	50	9.09	96.01	-5.87	80.31	-26.92	-73.52	46.6	8.94	270.28	176	NaN	NaN	21.65	sunset			4	57	17	39	
11	Villa delle Selve 	1612	4	5	16	53	63	20	51	7.97	100.13	-5.87	80.31	-26.92	-73.52	46.6	8.94	270.28	74	NaN	NaN	24.13	sunset			4	57	17	39	
11	Villa delle Selve 	1612	4	5	16	53	63	20	52	10.82	98.35	-5.87	80.31	-26.92	-73.52	46.6	8.94	270.28	30	NaN	NaN	24.51	sunset			4	57	17	39	
11	Villa delle Selve 	1612	4	5	16	53	63	20	53	13.31	97.19	-5.87	80.31	-26.92	-73.52	46.6	8.94	270.28	57	NaN	NaN	25.47	sunset			4	57	17	39	
																														
12	Villa delle Selve 	1612	4	6	16	49	61	18	24	-16.03	96.79	-5.8	67.14	-26.91	-73.56	46.65	9.87	269.92	757	NaN	NaN	30.8	NaN			4	55	17	41	
12	Villa delle Selve 	1612	4	6	16	49	62	19	25	17.18	50.77	-5.8	67.14	-26.91	-73.56	46.65	9.87	269.92	814	NaN	NaN	28.11	NaN			4	55	17	41	
12	Villa delle Selve 	1612	4	6	16	49	63	20	54	14.74	91.33	-5.8	67.14	-26.91	-73.56	46.65	9.87	269.92	1090	NaN	NaN	31.57	NaN			4	55	17	41	
12	Villa delle Selve 	1612	4	6	16	49	63	20	55	17.56	84.52	-5.8	67.14	-26.91	-73.56	46.65	9.87	269.92	536	NaN	NaN	28.99	NaN			4	55	17	41	
12	Villa delle Selve 	1612	4	6	16	49	63	20	56	21.45	77.11	-5.8	67.14	-26.91	-73.56	46.65	9.87	269.92	109	NaN	NaN	28.95	NaN			4	55	17	41	
12	Villa delle Selve 	1612	4	6	16	49	63	20	57	18.19	79.95	-5.8	67.14	-26.91	-73.56	46.65	9.87	269.92	563	NaN	NaN	27.11	NaN			4	55	17	41	
12	Villa delle Selve 	1612	4	6	16	49	63	20	58	14.88	77.85	-5.8	67.14	-26.91	-73.56	46.65	9.87	269.92	50	NaN	NaN	23.25	NaN			4	55	17	41	
																														
13	Villa delle Selve 	1612	4	7	17	17	61	18	24	-20.08	87.2	-5.72	53.69	-26.9	-73.36	46.46	5.03	275.07	435	NaN	NaN	35.57	sunset			4	53	17	42	
13	Villa delle Selve 	1612	4	7	17	17	62	19	25	22.43	57.53	-5.72	53.69	-26.9	-73.36	46.46	5.03	275.07	446	NaN	NaN	28.41	sunset			4	53	17	42	
13	Villa delle Selve 	1612	4	7	17	17	63	20	54	16.6	92.43	-5.72	53.69	-26.9	-73.36	46.46	5.03	275.07	2348	NaN	NaN	44.34	sunset			4	53	17	42	
13	Villa delle Selve 	1612	4	7	17	17	63	20	59	17.87	86.55	-5.72	53.69	-26.9	-73.36	46.46	5.03	275.07	102	NaN	NaN	40.11	sunset			4	53	17	42	
13	Villa delle Selve 	1612	4	7	17	17	63	20	60	18.63	82.46	-5.72	53.69	-26.9	-73.36	46.46	5.03	275.07	203	NaN	NaN	37.39	sunset			4	53	17	42	
13	Villa delle Selve 	1612	4	7	17	17	63	20	61	19.1	79.54	-5.72	53.69	-26.9	-73.36	46.46	5.03	275.07	196	NaN	NaN	35.56	sunset			4	53	17	42	
13	Villa delle Selve 	1612	4	7	17	17	63	20	62	21.01	77.96	-5.72	53.69	-26.9	-73.36	46.46	5.03	275.07	437	NaN	NaN	35.81	sunset			4	53	17	42	
13	Villa delle Selve 	1612	4	7	17	17	63	20	63	17.97	76.09	-5.72	53.69	-26.9	-73.36	46.46	5.03	275.07	226	NaN	NaN	32.41	sunset			4	53	17	42	
13	Villa delle Selve 	1612	4	7	17	17	63	20	64	16.9	78.66	-5.72	53.69	-26.9	-73.36	46.46	5.03	275.07	154	NaN	NaN	33.48	sunset			4	53	17	42	
13	Villa delle Selve 	1612	4	7	17	17	63	20	65	15.11	80.4	-5.72	53.69	-26.9	-73.36	46.46	5.03	275.07	138	NaN	NaN	33.69	sunset			4	53	17	42	
13	Villa delle Selve 	1612	4	7	17	17	63	20	66	15.47	84.88	-5.72	53.69	-26.9	-73.36	46.46	5.03	275.07	198	NaN	NaN	37.46	sunset			4	53	17	42	
13	Villa delle Selve 	1612	4	7	17	17	NaN	21	67	33.01	120.21	-5.72	53.69	-26.9	-73.36	46.46	5.03	275.07	1077	NaN	NaN	73.86	sunset			4	53	17	42	
																														
14	Villa delle Selve 	1612	4	10	17	45	63	20	54	29.18	72.99	-5.49	13.81	-26.82	-72.6	45.78	0.65	280.83	2176	NaN	NaN	66.5	sunset			4	48	17	45	
14	Villa delle Selve 	1612	4	10	17	45	63	20	68	22.69	62.31	-5.49	13.81	-26.82	-72.6	45.78	0.65	280.83	2041	NaN	NaN	55.13	sunset			4	48	17	45	
14	Villa delle Selve 	1612	4	10	17	45	63	20	69	29.58	80.75	-5.49	13.81	-26.82	-72.6	45.78	0.65	280.83	208	NaN	NaN	73.02	sunset			4	48	17	45	
14	Villa delle Selve 	1612	4	10	17	45	64	22	70	13.05	350.52	-5.49	13.81	-26.82	-72.6	45.78	0.65	280.83	664	NaN	NaN	29.65	sunset			4	48	17	45	
																														
15	Villa delle Selve 	1612	4	16	5	5	65	23	71	-44.1	309.73	-5.02	301.54	-26.5	19.92	-46.42	5.23	80.84	1669	NaN	NaN	39.74	mane H 1 ab ortu	4	38	17	52	We turned this image upside down.
15	Villa delle Selve 	1612	4	16	5	5	65	23	72	-46.64	302.76	-5.02	301.54	-26.5	19.92	-46.42	5.23	80.84	22	NaN	NaN	41.63	First hour from sunrise	4	38	17	52	
15	Villa delle Selve 	1612	4	16	5	5	65	23	73	-46.97	298.98	-5.02	301.54	-26.5	19.92	-46.42	5.23	80.84	112	NaN	NaN	42.01	NaN			4	38	17	52	
15	Villa delle Selve 	1612	4	16	5	5	65	23	74	-45.12	294.35	-5.02	301.54	-26.5	19.92	-46.42	5.23	80.84	598	NaN	NaN	40.58	NaN			4	38	17	52	
15	Villa delle Selve 	1612	4	16	5	5	65	23	75	-42.38	289.37	-5.02	301.54	-26.5	19.92	-46.42	5.23	80.84	184	NaN	NaN	38.89	NaN			4	38	17	52	
15	Villa delle Selve 	1612	4	16	5	5	65	23	76	-40.45	292.27	-5.02	301.54	-26.5	19.92	-46.42	5.23	80.84	28	NaN	NaN	36.4	NaN			4	38	17	52	
15	Villa delle Selve 	1612	4	16	5	5	65	23	77	-40.57	295.97	-5.02	301.54	-26.5	19.92	-46.42	5.23	80.84	208	NaN	NaN	35.9	NaN			4	38	17	52	
15	Villa delle Selve 	1612	4	16	5	5	65	23	78	-43.86	298.33	-5.02	301.54	-26.5	19.92	-46.42	5.23	80.84	5	NaN	NaN	38.94	NaN			4	38	17	52	
15	Villa delle Selve 	1612	4	16	5	5	65	23	79	-44.84	301.75	-5.02	301.54	-26.5	19.92	-46.42	5.23	80.84	113	NaN	NaN	39.82	NaN			4	38	17	52	
15	Villa delle Selve 	1612	4	16	5	5	65	23	80	-42.27	302.35	-5.02	301.54	-26.5	19.92	-46.42	5.23	80.84	167	NaN	NaN	37.25	NaN			4	38	17	52	
																														
16	Villa delle Selve 	1612	4	19	7	0	65	23	71	-20.43	294.77	-4.74	260.85	-26.22	20.2	-46.42	26.75	100.32	2287	NaN	NaN	36.51	mane H 3 ab ortu	4	33	17	56	
16	Villa delle Selve 	1612	4	19	7	0	65	23	81	-25.34	281.3	-4.74	260.85	-26.22	20.2	-46.42	26.75	100.32	1814	NaN	NaN	28.45	Third hour from sunrise	4	33	17	56	
16	Villa delle Selve 	1612	4	19	7	0	65	23	82	-20.64	278.27	-4.74	260.85	-26.22	20.2	-46.42	26.75	100.32	39	NaN	NaN	23.23	NaN			4	33	17	56	
16	Villa delle Selve 	1612	4	19	7	0	65	23	83	-21.77	275.44	-4.74	260.85	-26.22	20.2	-46.42	26.75	100.32	57	NaN	NaN	22.14	NaN			4	33	17	56	
16	Villa delle Selve 	1612	4	19	7	0	65	23	84	-23.62	274.42	-4.74	260.85	-26.22	20.2	-46.42	26.75	100.32	22	NaN	NaN	22.97	NaN			4	33	17	56	
16	Villa delle Selve 	1612	4	19	7	0	65	23	85	-25.24	273.99	-4.74	260.85	-26.22	20.2	-46.42	26.75	100.32	80	NaN	NaN	24.07	NaN			4	33	17	56	
16	Villa delle Selve 	1612	4	19	7	0	65	23	86	-28.22	272.85	-4.74	260.85	-26.22	20.2	-46.42	26.75	100.32	27	NaN	NaN	26.11	NaN			4	33	17	56	
16	Villa delle Selve 	1612	4	19	7	0	65	23	87	-23.95	268.89	-4.74	260.85	-26.22	20.2	-46.42	26.75	100.32	75	NaN	NaN	20.71	NaN			4	33	17	56	
																														
17	Villa delle Selve 	1612	4	20	17	57	65	23	71	-26.45	277.82	-4.6	241.6	-26.07	-71.27	45.2	0.58	285.87	1317	NaN	NaN	40.91	sunset			4	31	17	57	
17	Villa delle Selve 	1612	4	20	17	57	65	23	88	-22.77	273.95	-4.6	241.6	-26.07	-71.27	45.2	0.58	285.87	64	NaN	NaN	36.14	sunset			4	31	17	57	
17	Villa delle Selve 	1612	4	20	17	57	65	23	89	-22.64	271.31	-4.6	241.6	-26.07	-71.27	45.2	0.58	285.87	31	NaN	NaN	33.91	sunset			4	31	17	57	
17	Villa delle Selve 	1612	4	20	17	57	65	23	90	-25.23	271.17	-4.6	241.6	-26.07	-71.27	45.2	0.58	285.87	281	NaN	NaN	35.07	sunset			4	31	17	57	
17	Villa delle Selve 	1612	4	20	17	57	65	23	91	-26.87	267.32	-4.6	241.6	-26.07	-71.27	45.2	0.58	285.87	86	NaN	NaN	33.14	sunset			4	31	17	57	
17	Villa delle Selve 	1612	4	20	17	57	65	23	92	-31.52	263.95	-4.6	241.6	-26.07	-71.27	45.2	0.58	285.87	144	NaN	NaN	34.12	sunset			4	31	17	57	
17	Villa delle Selve 	1612	4	20	17	57	65	23	93	-30.03	267.16	-4.6	241.6	-26.07	-71.27	45.2	0.58	285.87	79	NaN	NaN	35.04	sunset			4	31	17	57	
17	Villa delle Selve 	1612	4	20	17	57	65	23	94	-28.7	270.79	-4.6	241.6	-26.07	-71.27	45.2	0.58	285.87	75	NaN	NaN	36.7	sunset			4	31	17	57	
17	Villa delle Selve 	1612	4	20	17	57	65	23	95	-28.83	274.46	-4.6	241.6	-26.07	-71.27	45.2	0.58	285.87	119	NaN	NaN	39.44	sunset			4	31	17	57	
																														
18	Villa delle Selve 	1612	4	26	17	7	66	24	96	13.24	108.89	-4.01	162.77	-25.27	-72.51	47.24	10.54	279.03	1038	NaN	NaN	56.19	sunset			4	22	18	4	
18	Villa delle Selve 	1612	4	26	17	7	66	24	97	13.28	104.52	-4.01	162.77	-25.27	-72.51	47.24	10.54	279.03	1250	NaN	NaN	60.35	sunset			4	22	18	4	
18	Villa delle Selve 	1612	4	26	17	7	66	24	98	13.24	106.82	-4.01	162.77	-25.27	-72.51	47.24	10.54	279.03	2279	NaN	NaN	58.15	sunset			4	22	18	4	
