Supplementary data 2 of Hayakawa et al. (2022, Astrophysical Journal, DOI: 10.3847/1538-4357/ac6671) 'An Overview of the Sunspot Observations in 1727 – 1748'. 
The sunspot positions have been extracted from the contemporary records cited in this article.

Reference:
Hayakawa et al. (2022) An Overview of the Sunspot Observations in 1727 – 1748, Astrophysical Journal, DOI: 10.3847/1538-4357/ac6671

Abb. Meaning
------------------------------------------------------------------
Year - Year;
Month - Month;
Date - Date;
Chronology - Year in decimal value;
Observer - Observer;
G - Group number for the date;
LT- Local time of the observation(s); 
B0 - B0 angle;
P - P angle;
Latitude - Heliographic latitude of the measured group;
Longitude - Heliographic longitude of the measured group;
Wargentin - Wargentin's sunspot latitudes from Arlt (2018);
Staudach - Staudach's sunspot latitudes from Arlt (2008);
Note - special remarks.

The data blank shows the gap of observational data for the specified observational date.
------------------------------------------------------------------




Year	Month	Day	Chronology	OBSERVER	G	LT	B0	P	Latitude	Longitude	Wargentin	Staudach	Note		
1722	12	8	1722.935792	Molyneux	1	12:34									
1726	9	24	1726.729508	Bradley	4	partial eclipse									
1727	1	4	1727.008197	C. Kirch	3										
1727	1	7	1727.016393	Alischer	1										
1727	1	24	1727.062842	Alischer	2										
1727	2	8	1727.102459	Alischer	2										
1727	2	21	1727.137978	Alischer	3										
1727	9	14	1727.702186	Manfredi	4	17:26	7	21.1	32	41					
1727	9	14	1727.702186	Manfredi	4	17:26	7	21.1	-9	9					
1727	9	14	1727.702186	Manfredi	4	17:26	7	21.1	-13	-3					
1727	9	14	1727.702186	Manfredi	4	17:26	7	21.1	-26	-32					
1727	9	14	1727.702186	Manfredi	4	17:26	7	21.1	-30	-58					
1727	9	14	1727.702186	Poleni	5										
1727	9	15	1727.704918	Manfredi	5										
1727	9	15	1727.704918	Blanchini	4										
1727	9	15	1727.704918	Cassini de Thury	4		7	-64.4	1	-56					
1727	9	15	1727.704918	Cassini de Thury	4		7	-64.4	-5	-4					
1727	9	15	1727.704918	Cassini de Thury	4		7	-64.4	-12	2					
1727	9	15	1727.704918	Cassini de Thury	4		7	-64.4	-19	51					
1727	9	15	1727.704918	Carbone	5	07:50	7	-70	-10	-49					
1727	9	15	1727.704918	Carbone	5	07:50	7	-70	-3	10					
1727	9	15	1727.704918	Carbone	5	07:50	7	-70	11	31					
1727	9	15	1727.704918	Carbone	5	07:50	7	-70	11	47					
1727	9	15	1727.704918	Carbone	5	07:50	7	-70	19	70					
1727	9	30	1727.745902	Walther	N/A	text									
1727	10	5	1727.760929	Walther	N/A	text									
1727	10	6	1727.763661	Walther	N/A	text									
1727	10	7	1727.766393	Walther	N/A	text									
1727	10	8	1727.769126	Walther	N/A	text									
1727	10	9	1727.771858	Walther	N/A	text									
1727	10	10	1727.77459	Walther	N/A	text									
1727	10	11	1727.777322	Walther	N/A	text									
1727	10	12	1727.780055	Walther	N/A	text									
1727	10	13	1727.782787	Walther	N/A	text									
1727	10	14	1727.785519	Walther	N/A	text									
1727	10	15	1727.788251	Walther	N/A	text									
1727	10	16	1727.790984	Walther	N/A	text									
1727	10	17	1727.793716	Walther	N/A	text									
1727	10	20	1727.801913	Walther	N/A	text									
1727	10	21	1727.804645	Walther	N/A	text									
1727	10	25	1727.815574	Walther	N/A	text									
1727	10	26	1727.818306	Walther	N/A	text									
1728	12	12	1728.946721	van Coesfeld	3		-1	12	15.75	-52.5					
1728	12	12	1728.946721	van Coesfeld	3		-1	12	-6.75	-11.5					
1728	12	12	1728.946721	van Coesfeld	3		-1	12	-10.5	70					
1728	12	15	1728.954918	van Coesfeld	2		-1	10	16.25	-20.5					
1728	12	15	1728.954918	van Coesfeld	2		-1	10	-7	8.75					
1728	12	18	1728.963115	van Coesfeld	2		-1	9	18	22.5					
1728	12	18	1728.963115	van Coesfeld	2		-1	9	-7	42					
1728	12	22	1728.974044	van Coesfeld	1		-2	7	18.75	58.5					
1729	1	2	1729.002732	van Coesfeld	3		-3	2	18.5	-17.25					
1729	1	2	1729.002732	van Coesfeld	3		-3	2	14.5	-35					
1729	1	2	1729.002732	van Coesfeld	3		-3	2	-36.5	-14.25					
1729	1	5	1729.010929	van Coesfeld	3		-4	0	17.5	33.25					
1729	1	5	1729.010929	van Coesfeld	3		-4	0	12	12.5					
1729	1	5	1729.010929	van Coesfeld	3		-4	0	-33.5	15					
1729	1	11	1729.027322	van Coesfeld	4		-4	-3	7.25	-33					
1729	1	11	1729.027322	van Coesfeld	4		-4	-3	13.75	-61.5					
1729	1	11	1729.027322	van Coesfeld	4		-4	-3	-28.25	32					
1729	1	11	1729.027322	van Coesfeld	4		-4	-3	-28.5	19					
1729	1	14	1729.035519	van Coesfeld	5		-4	-4	2.5	26.5					
1729	1	14	1729.035519	van Coesfeld	5		-4	-4	8.75	-17.5					
1729	1	14	1729.035519	van Coesfeld	5		-4	-4	-4.5	12.75					
1729	1	14	1729.035519	van Coesfeld	5		-4	-4	-21.25	13.25					
1729	1	14	1729.035519	van Coesfeld	5		-4	-4	-16	-24.5					
1729	1	18	1729.046448	van Coesfeld	5		-5	-6	24	67.5					
1729	1	18	1729.046448	van Coesfeld	5		-5	-6	17	63					
1729	1	18	1729.046448	van Coesfeld	5		-5	-6	7	-62					
1729	1	18	1729.046448	van Coesfeld	5		-5	-6	-20	-42					
1729	1	18	1729.046448	van Coesfeld	5		-5	-6	-13.25	-42					
1729	2	1	1729.083333	Weidler	1										
1729	2	1	1729.083333	van Coesfeld	1		-6	-12	12.5	-59.5					
1729	2	5	1729.094262	van Coesfeld	4		-6	-14	4.5	-9.75					
1729	2	5	1729.094262	van Coesfeld	4		-6	-14	12	-52					
1729	2	5	1729.094262	van Coesfeld	4		-6	-14	-9.5	35					
1729	2	5	1729.094262	van Coesfeld	4		-6	-14	-1	35.5					
1729	2	8	1729.102459	van Coesfeld	6		-6	-15	6.5	28.75					
1729	2	8	1729.102459	van Coesfeld	6		-6	-15	10.75	-19.25					
1729	2	8	1729.102459	van Coesfeld	6		-6	-15	3.5	71					
1729	2	8	1729.102459	van Coesfeld	6		-6	-15	13.75	19.5					
1729	2	8	1729.102459	van Coesfeld	6		-6	-15	1.5	-21.5					
1729	2	8	1729.102459	van Coesfeld	6		-6	-15	-1	68					
1729	2	17	1729.127049	van Coesfeld	0		-7	-18							
1729	2	26	1729.151639	van Coesfeld	1		-7	-21	-26.5	53.75					
1729	3	3	1729.172131	van Coesfeld	5		-7	-22	10	66.5					
1729	3	3	1729.172131	van Coesfeld	5		-7	-22	14.5	-21					
1729	3	3	1729.172131	van Coesfeld	5		-7	-22	4	-23					
1729	3	3	1729.172131	van Coesfeld	5		-7	-22	5	-44					
1729	3	3	1729.172131	van Coesfeld	5		-7	-22	-2.75	-17.5					
1729	3	7	1729.18306	van Coesfeld	3		-7	-23	5	0.75					
1729	3	7	1729.18306	van Coesfeld	3		-7	-23	-31	-1					
1729	3	7	1729.18306	van Coesfeld	3		-7	-23	-20.5	-2.5					
1729	3	12	1729.196721	van Coesfeld	4		-7	-24	18	33.5					
1729	3	12	1729.196721	van Coesfeld	4		-7	-24	-46.5	-12.5					
1729	3	12	1729.196721	van Coesfeld	4		-7	-24	-33.5	-31.5					
1729	3	12	1729.196721	van Coesfeld	4		-7	-24	-48.5	-41					
1729	3	17	1729.210383	van Coesfeld	5		-7	-25	-23	65					
1729	3	17	1729.210383	van Coesfeld	5		-7	-25	-29.75	67.5					
1729	3	17	1729.210383	van Coesfeld	5		-7	-25	-15	60.5					
1729	3	17	1729.210383	van Coesfeld	5		-7	-25	-21.75	-4.5					
1729	3	17	1729.210383	van Coesfeld	5		-7	-25	-25	-68.5					
1729	3	18	1729.213115	Weidler	1										
1729	3	24	1729.229508	van Coesfeld	2		-7	-26	-25.5	29					
1729	3	24	1729.229508	van Coesfeld	2		-7	-26	-32.5	9.5					
1729	3	27	1729.237705	van Coesfeld	0		-7	-26							
1729	3	31	1729.248634	van Coesfeld	1		-7	-26					too high latitude		
1729	4	12	1729.280055	van Coesfeld	1		-6	-26	-36.75	-24.5					
1729	4	18	1729.296448	van Coesfeld	4		-5	-26	-35.5	63					
1729	4	18	1729.296448	van Coesfeld	4		-5	-26	-8	78					
1729	4	18	1729.296448	van Coesfeld	4		-5	-26	-37.5	6.25					
1729	4	18	1729.296448	van Coesfeld	4		-5	-26	-23.5	-42.5					
1729	4	23	1729.310109	van Coesfeld	2		-5	-25	-24.75	-10.25					
1729	4	23	1729.310109	van Coesfeld	2		-5	-25	-27.25	-71					
1729	5	3	1729.338798	Krafft	≥ 1	text about existence									
1729	5	4	1729.34153	Krafft	≥ 1	text about existence									
1729	5	5	1729.344262	Krafft	≥ 1	text about existence									
1729	5	5	1729.344262	van Coesfeld	3		-4	-24	16	-38.5					
1729	5	5	1729.344262	van Coesfeld	3		-4	-24	17.25	-57					
1729	5	5	1729.344262	van Coesfeld	3		-4	-24	-8.5	27.5					
1729	5	6	1729.346995	Krafft	≥ 1	text about existence									
1729	5	7	1729.349727	Krafft	≥ 1	text about existence									
1729	5	8	1729.352459	Krafft	≥ 1	text about existence									
1729	5	9	1729.355191	Krafft	≥ 1	text about existence									
1729	5	10	1729.357923	Krafft	N/A	the specific sunspot vanished									
1729	5	11	1729.360656	van Coesfeld	3		-3	-22	14.75	38.5					
1729	5	11	1729.360656	van Coesfeld	3		-3	-22	7.75	51.5					
1729	5	11	1729.360656	van Coesfeld	3		-3	-22	2	-43.5					
1729	5	19	1729.382514	van Coesfeld	2		-2	-20	6.75	15.25					
1729	5	19	1729.382514	van Coesfeld	2		-2	-20	8.5	-14.5					
1729	5	21	1729.387978	van Coesfeld	3		-2	-19	5.25	47.5					
1729	5	21	1729.387978	van Coesfeld	3		-2	-19	-24.5	-23					
1729	5	21	1729.387978	van Coesfeld	3		-2	-19	-6.25	-40					
1729	5	22	1729.39071	Krafft	≥ 1	text about existence									
1729	5	23	1729.393443	van Coesfeld	3		-2	-19	5.25	67.5					
1729	5	23	1729.393443	van Coesfeld	3		-2	-19	3.5	-58.25					
1729	5	23	1729.393443	van Coesfeld	3		-2	-19	-14.5	-65					
1729	5	25	1729.398907	van Coesfeld	4		-1	-18	-28.25	15					
1729	5	25	1729.398907	van Coesfeld	4		-1	-18	-30.5	-0.75					
1729	5	25	1729.398907	van Coesfeld	4		-1	-18	-18	-2.75					
1729	5	25	1729.398907	van Coesfeld	4		-1	-18	-1.25	-8.75					
1729	5	27	1729.404372	van Coesfeld	4		-1	-17	6	28					
1729	5	27	1729.404372	van Coesfeld	4		-1	-17	-25	45					
1729	5	27	1729.404372	van Coesfeld	4		-1	-17	-30.25	29.5					
1729	5	27	1729.404372	van Coesfeld	4		-1	-17	-1.5	20.5					
1729	5	31	1729.415301	van Coesfeld	2		-1	-16	3.25	-71					
1729	5	31	1729.415301	van Coesfeld	2		-1	-16	-2	64					
1729	6	4	1729.424863	van Coesfeld	3		0	-15	3.25	-25.75					
1729	6	4	1729.424863	van Coesfeld	3		0	-15	4.75	52					
1729	6	4	1729.424863	van Coesfeld	3		0	-15	10	-21					
1729	6	10	1729.441257	van Coesfeld	3		0	-12	-8.5	0.5					
1729	6	10	1729.441257	van Coesfeld	3		0	-12	-19.25	-5.75					
1729	6	10	1729.441257	van Coesfeld	3		0	-12	-39.25	-45.5					
1729	6	14	1729.452186	van Coesfeld	2		1	-10	-7.25	47.25					
1729	6	14	1729.452186	van Coesfeld	2		1	-10	-24	10.5					
1729	6	18	1729.463115	van Coesfeld	2		1	-9	11.75	-63.5					
1729	6	18	1729.463115	van Coesfeld	2		1	-9	-27	42					
1729	6	19	1729.465847	van Coesfeld	1		2	-8	-27	58.5					
1729	6	20	1729.468579	van Coesfeld	2		2	-8	16.25	-32.75					
1729	6	20	1729.468579	van Coesfeld	2		2	-8	27.25	-14.75					
1729	6	21	1729.471311	van Coesfeld	2		2	-7	14.25	-17					
1729	6	21	1729.471311	van Coesfeld	2		2	-7	27.5	-2.25					
1729	6	30	1729.495902	van Coesfeld	2		3	-3	-1.25	37					
1729	6	30	1729.495902	van Coesfeld	2		3	-3	-15.5	-69.5					
1729	7	1	1729.5	van Coesfeld	2		3	-3	-16.5	-61					
1729	7	1	1729.5	van Coesfeld	2		3	-3	-23.5	-72.5					
1729	7	7	1729.516393	van Coesfeld	2		4	0	-10.5	-21					
1729	7	7	1729.516393	van Coesfeld	2		4	0	-13	-30.25					
1729	7	10	1729.52459	van Coesfeld	2		4	1	-0.25	41.75					
1729	7	10	1729.52459	van Coesfeld	2		4	1	-11.5	-12					
1729	7	15	1729.538251	van Coesfeld	1		4	3	-14.25	42.25					
1729	7	16	1729.540984	van Coesfeld	1		4	4	14.75	-50					
1729	7	18	1729.546448	van Coesfeld	1		5	5	-14.5	62.5					
1729	7	20	1729.551913	Krafft	0	text									
1729	7	21	1729.554645	Krafft	0	text									
1729	7	21	1729.554645	van Coesfeld	1		5	6	-13	73.5					
1729	7	22	1729.557377	Krafft	0	text									
1729	7	22	1729.557377	van Coesfeld	0		5	6							
1729	7	23	1729.560109	Krafft	0	text									
1729	7	24	1729.562842	Krafft	1										
1729	7	31	1729.581967	Beyer	N/A		6								
1729	7	31	1729.581967	van Coesfeld	2		6	10	7.75	-70.5					
1729	7	31	1729.581967	van Coesfeld	2		6	10	-4.75	-16.75					
1729	8	11	1729.610656	van Coesfeld	7		6	15	19.75	45					
1729	8	11	1729.610656	van Coesfeld	7		6	15	2	1.75					
1729	8	11	1729.610656	van Coesfeld	7		6	15	13.5	-6.25					
1729	8	11	1729.610656	van Coesfeld	7		6	15	14.75	-58.75					
1729	8	11	1729.610656	van Coesfeld	7		6	15	-7.25	31					
1729	8	11	1729.610656	van Coesfeld	7		6	15	-2.5	25.75					
1729	8	11	1729.610656	van Coesfeld	7		6	15	-13.5	-39					
1729	8	14	1729.618852	van Coesfeld	1		7	16	-10	67.5					
1729	8	18	1729.629781	van Coesfeld	1		7	17	-2	-67.5					
1729	8	20	1729.635246	van Coesfeld	2		7	18	7.5	-43.75					
1729	8	20	1729.635246	van Coesfeld	2		7	18	-4.75	16.75					
1729	8	22	1729.64071	van Coesfeld	2		7	18	16	-21.25					
1729	8	22	1729.64071	van Coesfeld	2		7	18	-6.5	44.5					
1729	8	24	1729.646175	van Coesfeld	1		7	19	17.75	14.5					
1729	8	27	1729.654372	van Coesfeld	2		7	20	12.25	42.5					
1729	8	27	1729.654372	van Coesfeld	2		7	20	-14.25	-31.75					
1729	8	28	1729.657104	van Coesfeld	3		7	20	7.75	63					
1729	8	28	1729.657104	van Coesfeld	3		7	20	-7	-0.25					
1729	8	28	1729.657104	van Coesfeld	3		7	20	-5.5	-12.25					
1729	9	1	1729.669399	van Coesfeld	3		7	21	13	23.25					
1729	9	1	1729.669399	van Coesfeld	3		7	21	35.5	-36.5					
1729	9	1	1729.669399	van Coesfeld	3		7	21	4	-40					
1729	9	3	1729.674863	van Coesfeld	3		7	22	35	-10					
1729	9	3	1729.674863	van Coesfeld	3		7	22	8.75	-65.5					
1729	9	3	1729.674863	van Coesfeld	3		7	22	3	-66					
1729	9	6	1729.68306	van Coesfeld	4		7	22	24.5	44					
1729	9	6	1729.68306	van Coesfeld	4		7	22	34.25	3					
1729	9	6	1729.68306	van Coesfeld	4		7	22	-14.5	33.25					
1729	9	6	1729.68306	van Coesfeld	4		7	22	8.5	-11					
1729	9	13	1729.702186	van Coesfeld	4		7	24	2	33.5					
1729	9	13	1729.702186	van Coesfeld	4		7	24	9.75	0					
1729	9	13	1729.702186	van Coesfeld	4		7	24	13.75	-21.75					
1729	9	13	1729.702186	van Coesfeld	4		7	24	-2.5	47.5					
1729	9	19	1729.718579	van Coesfeld	1		7	25	5	45.5					
1729	9	20	1729.721311	van Coesfeld	2		7	25	6	64					
1729	9	20	1729.721311	van Coesfeld	2		7	25	16.25	-58.75					
1729	9	23	1729.729508	van Coesfeld	2		7	25	30.75	-14.5					
1729	9	23	1729.729508	van Coesfeld	2		7	25	-5.25	-34					
1729	9	25	1729.734973	van Coesfeld	3		7	26	30.5	14					
1729	9	25	1729.734973	van Coesfeld	3		7	26	-6.75	-4.5					
1729	9	25	1729.734973	van Coesfeld	3		7	26	-11.25	-55.5					
1729	9	26	1729.737705	van Coesfeld	1		7	26	4.5	-76					
1729	10	1	1729.752732	van Coesfeld	2		7	26	23.5	-54.5					
1729	10	1	1729.752732	van Coesfeld	2		7	26	17.5	-71.5					
1729	10	3	1729.758197	van Coesfeld	3		7	26	23.25	-26.25					
1729	10	3	1729.758197	van Coesfeld	3		7	26	16	-47.25					
1729	10	3	1729.758197	van Coesfeld	3		7	26	33.25	26					
1729	10	5	1729.763661	van Coesfeld	2		7	26	30.5	13					
1729	10	5	1729.763661	van Coesfeld	2		7	26	30.75	0					
1729	10	8	1729.771858	van Coesfeld	2		6	26	31	49.75					
1729	10	8	1729.771858	van Coesfeld	2		6	26	34.75	32.25					
1729	10	10	1729.777322	van Coesfeld	4		6	26	31.25	63.5					
1729	10	10	1729.777322	van Coesfeld	4		6	26	3.5	-11					
1729	10	10	1729.777322	van Coesfeld	4		6	26	8.5	-23					
1729	10	10	1729.777322	van Coesfeld	4		6	26	4.5	-59.5					
1729	10	14	1729.788251	van Coesfeld	2		6	26	1.25	45.75					
1729	10	14	1729.788251	van Coesfeld	2		6	26	-8.5	60.75					
1729	10	19	1729.801913	van Coesfeld	3		6	26	9	18.75					
1729	10	19	1729.801913	van Coesfeld	3		6	26	-5.5	16.5					
1729	10	19	1729.801913	van Coesfeld	3		6	26	-9	-20					
1729	10	22	1729.810109	van Coesfeld	3		5	26	19.25	-60					
1729	10	22	1729.810109	van Coesfeld	3		5	26	-6.25	51					
1729	10	22	1729.810109	van Coesfeld	3		5	26	-10.75	1.25					
1729	10	28	1729.826503	van Coesfeld	3		5	25	10.5	37.25					
1729	10	28	1729.826503	van Coesfeld	3		5	25	26	14					
1729	10	28	1729.826503	van Coesfeld	3		5	25	30.5	-40.5					
1729	11	3	1729.84153	van Coesfeld	3		4	24	32.25	26.25					
1729	11	3	1729.84153	van Coesfeld	3		4	24	34.5	7.25					
1729	11	3	1729.84153	van Coesfeld	3		4	24	10	-8.5					
1729	11	16	1729.877049	van Coesfeld	8		3	21	20	46					
1729	11	16	1729.877049	van Coesfeld	8		3	21	2	19					
1729	11	16	1729.877049	van Coesfeld	8		3	21	26.5	-27.25					
1729	11	16	1729.877049	van Coesfeld	8		3	21	22	-39.25					
1729	11	16	1729.877049	van Coesfeld	8		3	21	37	-49.5					
1729	11	16	1729.877049	van Coesfeld	8		3	21	30.5	-63					
1729	11	16	1729.877049	van Coesfeld	8		3	21	-18	46.5					
1729	11	16	1729.877049	van Coesfeld	8		3	21	-11.5	-27					
1729	11	17	1729.879781	van Coesfeld	5		3	21	32	-55.5					
1729	11	17	1729.879781	van Coesfeld	5		3	21	8.5	18					
1729	11	17	1729.879781	van Coesfeld	5		3	21	-22	51					
1729	11	17	1729.879781	van Coesfeld	5		3	21	-15.5	40					
1729	11	17	1729.879781	van Coesfeld	5		3	21	-3.5	-32.5					
1729	11	19	1729.885246	van Coesfeld	4		2	20	32.25	-25.5					
1729	11	19	1729.885246	van Coesfeld	4		2	20	8.25	44.25					
1729	11	19	1729.885246	van Coesfeld	4		2	20	44	-16.5					
1729	11	19	1729.885246	van Coesfeld	4		2	20	-7	-5.75					
1729	12	1	1729.919399	van Coesfeld	2		1	16	23.25	21.75					
1729	12	1	1729.919399	van Coesfeld	2		1	16	26.5	-23					
1729	12	3	1729.924863	van Coesfeld	6		1	16	22.5	47.5					
1729	12	3	1729.924863	van Coesfeld	6		1	16	19.75	2.75					
1729	12	3	1729.924863	van Coesfeld	6		1	16	16.75	-52.5					
1729	12	3	1729.924863	van Coesfeld	6		1	16	-9	60.25					
1729	12	3	1729.924863	van Coesfeld	6		1	16	-20.5	5					
1729	12	3	1729.924863	van Coesfeld	6		1	16	-13.75	-41					
1729	12	14	1729.952186	Beyer	4	midday	-1	-10.3	-2	-47					
1729	12	14	1729.952186	Beyer	4	midday	-1	-10.3	21	-44					
1729	12	14	1729.952186	Beyer	4	midday	-1	-10.3	17	-21					
1729	12	14	1729.952186	Beyer	4	midday	-1	-10.3	19	38					
1729	12	20	1729.971311	van Coesfeld	3		-2	8	-16.5	42.5					
1729	12	20	1729.971311	van Coesfeld	3		-2	8	-19.25	21.25					
1729	12	20	1729.971311	van Coesfeld	3		-2	8	-8.5	-48					
1729	12	23	1729.979508	van Coesfeld	8		-2	7	11.5	13.5					
1729	12	23	1729.979508	van Coesfeld	8		-2	7	14	-18					
1729	12	23	1729.979508	van Coesfeld	8		-2	7	16.75	-42.5					
1729	12	23	1729.979508	van Coesfeld	8		-2	7	24	-49.5					
1729	12	23	1729.979508	van Coesfeld	8		-2	7	-10.5	-12.25					
1729	12	23	1729.979508	van Coesfeld	8		-2	7	-2.75	65.5					
1729	12	23	1729.979508	van Coesfeld	8		-2	7	-23	-55.5					
1729	12	23	1729.979508	van Coesfeld	8		-2	7	-15.75	-67.5					
1730	1	17	1730.043716	Beyer	2		-5	-8.6	-18	-40					
1730	1	17	1730.043716	Beyer	2		-5	-8.6	17	-32					
1730	1	27	1730.071038	Beyer	3		-6		-19	-30					
1730	1	27	1730.071038	Beyer	3		-6		17	7					
1730	1	27	1730.071038	Beyer	3		-6		-12	60					
1730	3	1	1730.166667	Beyer	11		-7	-0.7	21	-66					
1730	3	1	1730.166667	Beyer	11		-7	-0.7	15	-72					
1730	3	1	1730.166667	Beyer	11		-7	-0.7	18	-52					
1730	3	1	1730.166667	Beyer	11		-7	-0.7	10	-37					
1730	3	1	1730.166667	Beyer	11		-7	-0.7	5	-10					
1730	3	1	1730.166667	Beyer	11		-7	-0.7	14	23					
1730	3	1	1730.166667	Beyer	11		-7	-0.7	-19	-22					
1730	3	1	1730.166667	Beyer	11		-7	-0.7	15	46					
1730	3	1	1730.166667	Beyer	11		-7	-0.7	-14	-29					
1730	3	1	1730.166667	Beyer	11		-7	-0.7	-7	48					
1730	3	1	1730.166667	Beyer	11		-7	-0.7	-19	58					
1730	3	2	1730.169399	Beyer	12		-7	-0.7	20	-57					
1730	3	2	1730.169399	Beyer	12		-7	-0.7	14	-63					
1730	3	2	1730.169399	Beyer	12		-7	-0.7	16	-43					
1730	3	2	1730.169399	Beyer	12		-7	-0.7	9	-26					
1730	3	2	1730.169399	Beyer	12		-7	-0.7	5	0					
1730	3	2	1730.169399	Beyer	12		-7	-0.7	17	33					
1730	3	2	1730.169399	Beyer	12		-7	-0.7	-18	33					
1730	3	2	1730.169399	Beyer	12		-7	-0.7	-14	-19					
1730	3	2	1730.169399	Beyer	12		-7	-0.7	-6	63					
1730	3	2	1730.169399	Beyer	12		-7	-0.7	-16	70					
1730	3	2	1730.169399	Beyer	12		-7	-0.7	-27	33					
1730	3	2	1730.169399	Beyer	12		-7	-0.7	-22	44					
1730	3	7	1730.18306	Beyer	6		-7	-0.7	15	22					
1730	3	7	1730.18306	Beyer	6		-7	-0.7	-28	46					
1730	3	7	1730.18306	Beyer	6		-7	-0.7	32	-59					
1730	3	7	1730.18306	Beyer	6		-7	-0.7	22	-42					
1730	3	7	1730.18306	Beyer	6		-7	-0.7	10	13					
1730	3	7	1730.18306	Beyer	6		-7	-0.7	-13	73					
1730	3	12	1730.196721	Beyer	4		-7	-0.7	14	-1					
1730	3	12	1730.196721	Beyer	4		-7	-0.7	7	11					
1730	3	12	1730.196721	Beyer	4		-7	-0.7	18	72					
1730	3	12	1730.196721	Beyer	4		-7	-0.7	11	69					
1730	4	4	1730.258197	Beyer	9		-6	-0.9	26	-61					
1730	4	4	1730.258197	Beyer	9		-6	-0.9	18	-47					
1730	4	4	1730.258197	Beyer	9		-6	-0.9	12	-41					
1730	4	4	1730.258197	Beyer	9		-6	-0.9	19	9					
1730	4	4	1730.258197	Beyer	9		-6	-0.9	10	30					
1730	4	4	1730.258197	Beyer	9		-6	-0.9	8	38					
1730	4	4	1730.258197	Beyer	9		-6	-0.9	5	55					
1730	4	4	1730.258197	Beyer	9		-6	-0.9	-4	-35					
1730	4	4	1730.258197	Beyer	9		-6	-0.9	28	42					
1730	4	5	1730.260929	Beyer	12		-6	-0.9	24	-47					
1730	4	5	1730.260929	Beyer	12		-6	-0.9	17	-33					
1730	4	5	1730.260929	Beyer	12		-6	-0.9	11	-29					
1730	4	5	1730.260929	Beyer	12		-6	-0.9	19	26					
1730	4	5	1730.260929	Beyer	12		-6	-0.9	8	21					
1730	4	5	1730.260929	Beyer	12		-6	-0.9	-4	-17					
1730	4	5	1730.260929	Beyer	12		-6	-0.9	-9	-53					
1730	4	5	1730.260929	Beyer	12		-6	-0.9	-7	-13					
1730	4	5	1730.260929	Beyer	12		-6	-0.9	-23	-64					
1730	4	5	1730.260929	Beyer	12		-6	-0.9	7	10					
1730	4	5	1730.260929	Beyer	12		-6	-0.9	12	22					
1730	4	5	1730.260929	Beyer	12		-6	-0.9	19	52					
1730	4	6	1730.263661	Beyer	9		-6	-0.9	23	-33					
1730	4	6	1730.263661	Beyer	9		-6	-0.9	17	-22					
1730	4	6	1730.263661	Beyer	9		-6	-0.9	10	-17					
1730	4	6	1730.263661	Beyer	9		-6	-0.9	18	37					
1730	4	6	1730.263661	Beyer	9		-6	-0.9	-4	-2					
1730	4	6	1730.263661	Beyer	9		-6	-0.9	-8	-41					
1730	4	6	1730.263661	Beyer	9		-6	-0.9	-23	-52					
1730	4	6	1730.263661	Beyer	9		-6	-0.9	5	20					
1730	4	6	1730.263661	Beyer	9		-6	-0.9	9	61					
1730	4	11	1730.277322	Beyer	6		-6	-0.9	19	31					
1730	4	11	1730.277322	Beyer	6		-6	-0.9	11	43					
1730	4	11	1730.277322	Beyer	6		-6	-0.9	6	51					
1730	4	11	1730.277322	Beyer	6		-6	-0.9	-11	-26					
1730	4	11	1730.277322	Beyer	6		-6	-0.9	-14	28					
1730	4	11	1730.277322	Beyer	6		-6	-0.9	-30	12					
1730	4	14	1730.285519	Beyer	5		-6	-0.9	15	19					
1730	4	14	1730.285519	Beyer	5		-6	-0.9	8	17					
1730	4	14	1730.285519	Beyer	5		-6	-0.9	12	5					
1730	4	14	1730.285519	Beyer	5		-6	-0.9	-31	59					
1730	4	14	1730.285519	Beyer	5		-6	-0.9	14	69					
1730	4	29	1730.326503	Beyer	7		-4	11.2	-2	-69					
1730	4	29	1730.326503	Beyer	7		-4	11.2	19	-23					
1730	4	29	1730.326503	Beyer	7		-4	11.2	18	-6					
1730	4	29	1730.326503	Beyer	7		-4	11.2	14	5					
1730	4	29	1730.326503	Beyer	7		-4	11.2	15	59					
1730	4	29	1730.326503	Beyer	7		-4	11.2	-15	-63					
1730	4	29	1730.326503	Beyer	7		-4	11.2	-12	-23					
1730	4	30	1730.329235	Beyer	6		-4	11.2	-3	-60					
1730	4	30	1730.329235	Beyer	6		-4	11.2	17	-18					
1730	4	30	1730.329235	Beyer	6		-4	11.2	17	1					
1730	4	30	1730.329235	Beyer	6		-4	11.2	13	16					
1730	4	30	1730.329235	Beyer	6		-4	11.2	-8	-51					
1730	4	30	1730.329235	Beyer	6		-4	11.2	-12	-12					
1730	5	2	1730.336066	Beyer	6		-4	11.2	20	29					
1730	5	2	1730.336066	Beyer	6		-4	11.2	15	40					
1730	5	2	1730.336066	Beyer	6		-4	11.2	9	-29					
1730	5	2	1730.336066	Beyer	6		-4	11.2	-8	-8					
1730	5	2	1730.336066	Beyer	6		-4	11.2	7	-35					
1730	5	2	1730.336066	Beyer	6		-4	11.2	20	-61					
1730	5	3	1730.338798	Beyer	8		-4	11.2	20	48					
1730	5	3	1730.338798	Beyer	8		-4	11.2	17	60					
1730	5	3	1730.338798	Beyer	8		-4	11.2	-14	-50					
1730	5	3	1730.338798	Beyer	8		-4	11.2	-6	-8					
