
Outstanding sunspot characteristics on the onset of the Maunder Minimum described by Hevelius

Original source: V.M.S. Carrasco, J.M. Vaquero, M.C. Gallego, A. Muñoz-Jaramillo, G. de Toma, P. Galaviz, R. Arlt, V. Senthamizh Pavai, F. Sánchez-Bajo, J. Villalba Álvarez, J.M. Gómez: 2019, The Astrophysical Journal.

YYYY MM DD HH MI:  Date/time
T               :  Time flag 1= time known, 0= time presumed
L0              :  central meridian longitude
B0              :  centre of disk latitude
CMD             :  central meridian distance
LLL.L           :  longitude converted to carrington longitude
BBB.B           :  latitude
M               :  method
Q               :  quality flag 1=best
SS              :  cursor size used to estimate area
GROUP           :  group name (assigned by us)
MEASURER        :  person who measured
MOD_L MOD_B SIGMA: irrelevant, only for bayesian inference of spot locations
DELTA           :  distance from disk center in degrees
UMSD            :  uncorrected umbral area in millionths of solar disk
UMSH            :  corrected umbral area in millionths of solar hemisphere


YYYY MM DD HH MI T    L0    B0   CMD LLL.L BBB.B M Q SS GROUP    MEASURER   MOD_L MOD_B SIGMA DELTA UMSD  UMSH
1644 03 26 09 00 1   4.5  -6.6 -64.1 300.4 -11.8 C 1  1 53       pavai        NaN   NaN   NaN 63.4   5.6   6.2
1644 03 26 09 00 1   4.5  -6.6 -62.6 301.9 -12.6 C 1  1 53       pavai        NaN   NaN   NaN 61.9   5.6   5.9
1644 03 26 09 00 1   4.5  -6.6 -61.8 302.7 -13.1 C 1  1 53       pavai        NaN   NaN   NaN 61.1   5.6   5.8
1644 03 26 09 00 1   4.5  -6.6 -59.8 304.7 -12.6 C 1  3 53       pavai        NaN   NaN   NaN 59.2  23.7  23.1
1644 03 26 09 00 1   4.5  -6.6 -61.9 302.6 -11.7 C 1  2 53       pavai        NaN   NaN   NaN 61.2  10.2  10.6
1644 03 28 09 45 1   5.2  -6.4 -37.9 327.3 -12.0 C 1  2 53       pavai        NaN   NaN   NaN 37.8  10.2   6.5
1644 03 28 09 45 1   5.2  -6.4 -33.0 332.2 -11.1 C 1  2 53       pavai        NaN   NaN   NaN 32.9  10.2   6.1
1644 03 28 09 45 1   5.2  -6.4 -29.4 335.8 -13.0 C 1  2 53       pavai        NaN   NaN   NaN 29.7  10.2   5.9
1644 03 28 09 45 1   5.2  -6.4 -29.6 335.6 -12.5 C 1  0 53       pavai        NaN   NaN   NaN 29.8   1.1   0.6
1644 03 28 09 45 1   5.2  -6.4   8.2  13.4   0.9 C 1  2 54       pavai        NaN   NaN   NaN 11.0  10.2   5.2
1644 03 28 09 45 1   5.2  -6.4   4.5   9.7   1.2 C 1  3 54       pavai        NaN   NaN   NaN  8.9  23.7  12.0
1644 03 29 07 31 1   5.6  -6.4 -16.0 349.6 -14.4 C 1  2 53       pavai        NaN   NaN   NaN 17.6  10.2   5.4
1644 03 29 07 31 1   5.6  -6.4 -16.3 349.3 -13.6 C 1  0 53       pavai        NaN   NaN   NaN 17.6   1.1   0.6
1644 03 29 07 31 1   5.6  -6.4 -17.5 348.1 -13.4 C 1  1 53       pavai        NaN   NaN   NaN 18.6   5.6   3.0
1644 03 29 07 31 1   5.6  -6.4 -18.5 347.1 -12.9 C 1  1 53       pavai        NaN   NaN   NaN 19.4   5.6   3.0
1644 03 29 07 31 1   5.6  -6.4 -19.7 345.9 -12.3 C 1  3 53       pavai        NaN   NaN   NaN 20.3  23.7  12.6
1644 03 30 08 15 1   6.0  -6.3  -2.9   3.1  -8.6 C 1  2 53       pavai        NaN   NaN   NaN  3.7  10.2   5.1
1644 03 30 08 15 1   6.0  -6.3  -4.8   1.2  -9.7 C 1  3 53       pavai        NaN   NaN   NaN  5.8  23.7  11.9
1644 04 01 11 32 1   6.8  -6.2  14.3  21.1  -8.8 C 1  2 53       pavai        NaN   NaN   NaN 14.4  10.2   5.3
1644 04 01 11 32 1   6.8  -6.2  10.3  17.1  -8.6 C 1  3 53       pavai        NaN   NaN   NaN 10.5  23.7  12.1
1644 04 02 08 23 1   7.1  -6.1  25.9  33.0  -8.6 C 1  2 53       pavai        NaN   NaN   NaN 25.8  10.2   5.7
1644 04 03 10 01 1   7.5  -6.1  43.4  50.9  -9.3 C 1  2 53       pavai        NaN   NaN   NaN 43.1  10.2   7.0
1644 04 03 10 01 1   7.5  -6.1  39.9  47.4  -9.4 C 1  3 53       pavai        NaN   NaN   NaN 39.7  23.7  15.4
1644 04 03 10 01 1   7.5  -6.1 -70.0 297.5  -9.0 C 1  2 55       pavai        NaN   NaN   NaN 69.4  10.2  14.5
1644 04 04 07 49 1   7.9  -6.0  56.0  63.9  -9.9 C 1  2 53       pavai        NaN   NaN   NaN 55.5  10.2   9.0
1644 04 04 07 49 1   7.9  -6.0 -57.4 310.5 -10.6 C 1  3 55       pavai        NaN   NaN   NaN 56.9  23.9  21.9
1644 04 05 11 14 1   8.3  -5.9 -43.4 324.9 -11.1 C 1  4 55       pavai        NaN   NaN   NaN 43.2  42.1  28.9
1644 04 08 07 15 1   9.3  -5.7  -4.7   4.6  -9.8 C 1  3 55       pavai        NaN   NaN   NaN  6.2  23.9  12.0
1644 04 08 07 15 1   9.3  -5.7 -59.3 310.0 -11.7 C 1  3 56       pavai        NaN   NaN   NaN 58.8  23.7  22.9
1644 04 08 07 15 1   9.3  -5.7 -59.0 310.3 -12.2 C 1  1 56       pavai        NaN   NaN   NaN 58.5   5.7   5.5
1644 04 08 07 15 1   9.3  -5.7 -62.2 307.1 -18.0 C 1  2 58       pavai        NaN   NaN   NaN 61.8  10.2  10.8
1644 04 09 16 12 1   9.8  -5.6  13.5  23.3 -10.4 C 1  3 55       pavai        NaN   NaN   NaN 14.2  23.9  12.3
1644 04 09 16 12 1   9.8  -5.6 -41.3 328.5 -10.5 C 1  1 56       pavai        NaN   NaN   NaN 41.2   5.7   3.8
1644 04 09 16 12 1   9.8  -5.6 -41.2 328.6 -10.9 C 1  3 56       pavai        NaN   NaN   NaN 41.1  23.7  15.7
1644 04 09 16 12 1   9.8  -5.6 -43.1 326.7 -17.8 C 1  3 58       pavai        NaN   NaN   NaN 43.8  23.7  16.4
1644 04 09 16 12 1   9.8  -5.6 -48.0 321.8 -16.5 C 1  3 58       pavai        NaN   NaN   NaN 48.2  23.7  17.8
1644 04 09 16 12 1   9.8  -5.6 -45.6 324.2 -17.7 C 1  2 58       pavai        NaN   NaN   NaN 46.1  10.2   7.4
1644 04 10 16 10 1  10.2  -5.5  25.7  35.9 -10.0 C 1  3 55       pavai        NaN   NaN   NaN 25.8  23.9  13.3
1644 04 10 16 10 1  10.2  -5.5 -28.0 342.2 -10.8 C 1  4 56       pavai        NaN   NaN   NaN 28.2  41.8  23.7
1644 04 10 16 10 1  10.2  -5.5 -28.8 341.4 -11.8 C 1  2 56       pavai        NaN   NaN   NaN 29.1  10.2   5.8
1644 04 10 16 10 1  10.2  -5.5 -32.2 338.0 -14.9 C 1  2 58       pavai        NaN   NaN   NaN 33.0  10.2   6.1
1644 04 10 16 10 1  10.2  -5.5 -30.1 340.1 -17.3 C 1  3 58       pavai        NaN   NaN   NaN 31.7  23.7  13.9
1644 04 10 16 10 1  10.2  -5.5 -31.9 338.3 -16.9 C 1  1 58       pavai        NaN   NaN   NaN 33.2   5.7   3.4
1644 04 10 16 10 1  10.2  -5.5 -35.2 335.0 -14.8 C 1  3 58       pavai        NaN   NaN   NaN 35.8  23.7  14.6
1644 04 11 10 23 1  10.4  -5.5 -16.8 353.6 -10.7 C 1  4 56       pavai        NaN   NaN   NaN 17.4  41.8  21.9
1644 04 11 10 23 1  10.4  -5.5 -21.4 349.0 -10.6 C 1  3 57       pavai        NaN   NaN   NaN 21.8  23.7  12.8
1644 04 11 10 23 1  10.4  -5.5 -20.3 350.1 -11.9 C 1  4 57       pavai        NaN   NaN   NaN 21.1  41.8  22.4
1644 04 11 10 23 1  10.4  -5.5 -22.3 348.1 -16.8 C 1  1 58       pavai        NaN   NaN   NaN 24.6   5.7   3.1
1644 04 11 10 23 1  10.4  -5.5 -27.4 343.0 -15.6 C 1  3 58       pavai        NaN   NaN   NaN 28.7  23.7  13.5
1644 04 11 10 23 1  10.4  -5.5 -20.4 350.0 -17.2 C 1  3 58       pavai        NaN   NaN   NaN 23.2  23.7  12.9
1644 04 11 10 23 1  10.4  -5.5  -1.3   9.1   7.1 C 1  3 59       pavai        NaN   NaN   NaN 12.6  23.7  12.1
1644 04 11 10 23 1  10.4  -5.5   2.0  12.4   6.7 C 1  3 59       pavai        NaN   NaN   NaN 12.3  23.7  12.1
1644 04 11 10 23 1  10.4  -5.5 -38.1 332.3  -6.9 C 1  2 60       pavai        NaN   NaN   NaN 37.9  10.2   6.5
1644 04 11 10 23 1  10.4  -5.5 -40.6 329.8  -7.3 C 1  2 60       pavai        NaN   NaN   NaN 40.4  10.2   6.7
1644 04 11 10 23 1  10.4  -5.5 -39.5 330.9  -7.5 C 1  2 60       pavai        NaN   NaN   NaN 39.3  10.2   6.6
1644 04 11 10 23 1  10.4  -5.5 -42.1 328.3  -7.6 C 1  2 60       pavai        NaN   NaN   NaN 41.9  10.2   6.8
1644 04 11 10 23 1  10.4  -5.5 -37.9 332.5  -7.9 C 1  3 60       pavai        NaN   NaN   NaN 37.7  23.7  15.0
1644 04 11 10 28 1  10.4  -5.5  37.1  47.5  -9.6 C 1  3 55       pavai        NaN   NaN   NaN 37.0  23.9  15.0
1644 04 12 08 21 1  10.7  -5.4  48.9  59.6  -9.4 C 1  3 55       pavai        NaN   NaN   NaN 48.6  23.9  18.1
1644 04 12 08 21 1  10.7  -5.4  -5.2   5.5 -11.5 C 1  3 56       pavai        NaN   NaN   NaN  8.0  23.7  12.0
1644 04 12 08 21 1  10.7  -5.4  -6.7   4.0 -17.6 C 1  3 58       pavai        NaN   NaN   NaN 13.9  23.7  12.2
1644 04 12 08 21 1  10.7  -5.4  -7.6   3.1 -18.2 C 1  2 58       pavai        NaN   NaN   NaN 14.8  10.2   5.3
1644 04 12 08 21 1  10.7  -5.4 -15.7 355.0 -16.6 C 1  2 58       pavai        NaN   NaN   NaN 19.0  10.2   5.4
1644 04 12 08 21 1  10.7  -5.4 -25.3 345.4 -10.0 C 1  2 60       pavai        NaN   NaN   NaN 25.5  10.2   5.6
1644 04 12 08 21 1  10.7  -5.4 -24.2 346.5  -8.5 C 1  2 60       pavai        NaN   NaN   NaN 24.2  10.2   5.6
1644 04 12 08 21 1  10.7  -5.4 -27.4 343.3  -9.0 C 1  3 60       pavai        NaN   NaN   NaN 27.4  23.7  13.3
1644 04 12 08 21 1  10.7  -5.4 -21.8 348.9  -9.0 C 1  4 60       pavai        NaN   NaN   NaN 21.9  41.8  22.5
1644 04 12 08 21 1  10.7  -5.4 -24.7 346.0 -10.8 C 1  1 60       pavai        NaN   NaN   NaN 25.0   5.6   3.1
1644 04 13 08 18 1  11.1  -5.3  64.0  75.1  -9.7 C 1  2 55       pavai        NaN   NaN   NaN 63.5  10.2  11.4
1644 04 13 08 18 1  11.1  -5.3   8.1  19.2 -10.8 C 1  4 56       pavai        NaN   NaN   NaN  9.7  41.8  21.2
1644 04 13 08 18 1  11.1  -5.3   6.0  17.1 -17.1 C 1  3 58       pavai        NaN   NaN   NaN 13.2  23.7  12.2
1644 04 13 08 18 1  11.1  -5.3   4.9  16.0 -17.3 C 1  2 58       pavai        NaN   NaN   NaN 12.9  10.2   5.2
1644 04 13 08 18 1  11.1  -5.3  26.5  37.6   6.4 C 1  3 59       pavai        NaN   NaN   NaN 28.9  23.7  13.5
1644 04 13 08 18 1  11.1  -5.3  30.1  41.2   7.4 C 1  3 59       pavai        NaN   NaN   NaN 32.6  23.7  14.1
1644 04 13 08 18 1  11.1  -5.3 -11.5 359.6  -7.0 C 1  1 60       pavai        NaN   NaN   NaN 11.6   5.6   2.9
1644 04 13 08 18 1  11.1  -5.3 -12.0 359.1  -8.1 C 1  1 60       pavai        NaN   NaN   NaN 12.2   5.6   2.9
1644 04 13 08 18 1  11.1  -5.3  -6.7   4.4  -7.7 C 1  1 60       pavai        NaN   NaN   NaN  7.1   5.6   2.8
1644 04 13 08 18 1  11.1  -5.3  -9.3   1.8  -8.3 C 1  1 60       pavai        NaN   NaN   NaN  9.7   5.6   2.8
1644 04 13 08 18 1  11.1  -5.3  -7.4   3.7  -7.1 C 1  0 60       pavai        NaN   NaN   NaN  7.6   1.1   0.6
1644 04 13 08 18 1  11.1  -5.3 -10.6   0.5  -6.9 C 1  0 60       pavai        NaN   NaN   NaN 10.7   1.1   0.6
1644 04 13 08 18 1  11.1  -5.3  -9.9   1.2  -7.4 C 1  2 60       pavai        NaN   NaN   NaN 10.1  10.2   5.2
1644 04 13 08 18 1  11.1  -5.3 -11.4 359.7  -8.7 C 1  2 60       pavai        NaN   NaN   NaN 11.8  10.2   5.2
1644 04 13 08 18 1  11.1  -5.3 -12.8 358.3  -7.4 C 1  3 60       pavai        NaN   NaN   NaN 12.9  23.7  12.2
1644 04 13 08 18 1  11.1  -5.3  -7.2   3.9  -8.2 C 1  3 60       pavai        NaN   NaN   NaN  7.7  23.7  12.0
1644 04 13 08 18 1  11.1  -5.3  -5.4   5.7  -8.3 C 1  4 60       pavai        NaN   NaN   NaN  6.1  41.8  21.0
1644 04 14 07 40 1  11.4  -5.2  80.2  91.6  -9.2 C 1  2 55       pavai        NaN   NaN   NaN 79.5  10.2  28.0
1644 04 14 07 40 1  11.4  -5.2  19.7  31.1 -17.5 C 1  3 58       pavai        NaN   NaN   NaN 22.8  23.7  12.9
1644 04 14 07 40 1  11.4  -5.2  21.4  32.8 -10.7 C 1  4 56       pavai        NaN   NaN   NaN 21.9  41.8  22.5
1644 04 14 07 40 1  11.4  -5.2  38.9  50.3   7.5 C 1  2 59       pavai        NaN   NaN   NaN 40.8  10.2   6.7
1644 04 14 07 40 1  11.4  -5.2  43.6  55.0   7.1 C 1  1 59       pavai        NaN   NaN   NaN 45.2   5.7   4.0
1644 04 14 07 40 1  11.4  -5.2   6.4  17.8  -7.7 C 1  2 60       pavai        NaN   NaN   NaN  6.8  10.2   5.1
1644 04 14 07 40 1  11.4  -5.2   7.2  18.6  -8.0 C 1  3 60       pavai        NaN   NaN   NaN  7.7  23.7  12.0
1644 04 14 07 40 1  11.4  -5.2  -0.5  10.9  -7.7 C 1  3 60       pavai        NaN   NaN   NaN  2.5  23.7  11.9
1644 04 14 07 40 1  11.4  -5.2   8.7  20.1  -8.3 C 1  4 60       pavai        NaN   NaN   NaN  9.2  41.8  21.2
1644 04 14 07 40 1  11.4  -5.2   1.1  12.5  -8.1 C 1  4 60       pavai        NaN   NaN   NaN  3.1  41.8  20.9
1644 04 15 08 07 1  11.8  -5.1  59.7  71.5   8.8 C 1  1 59       pavai        NaN   NaN   NaN 61.1   5.7   5.9
1644 04 15 08 07 1  11.8  -5.1  32.7  44.5 -17.0 C 1  2 58       pavai        NaN   NaN   NaN 34.1  10.2   6.2
1644 04 15 08 07 1  11.8  -5.1  35.3  47.1 -10.5 C 1  4 56       pavai        NaN   NaN   NaN 35.4  41.8  25.6
1644 04 15 08 07 1  11.8  -5.1  15.9  27.7  -7.9 C 1  3 60       pavai        NaN   NaN   NaN 16.0  23.7  12.3
1644 04 15 08 07 1  11.8  -5.1  14.1  25.9  -8.0 C 1  3 60       pavai        NaN   NaN   NaN 14.3  23.7  12.2
1644 04 15 08 07 1  11.8  -5.1  19.1  30.9  -7.5 C 1  2 60       pavai        NaN   NaN   NaN 19.1  10.2   5.4
1644 04 15 08 07 1  11.8  -5.1  10.8  22.6  -7.4 C 1  2 60       pavai        NaN   NaN   NaN 11.0  10.2   5.2
1644 04 15 08 07 1  11.8  -5.1  19.8  31.6  -7.9 C 1  2 60       pavai        NaN   NaN   NaN 19.9  10.2   5.4
1644 04 15 08 07 1  11.8  -5.1  22.5  34.3  -7.8 C 1  2 60       pavai        NaN   NaN   NaN 22.5  10.2   5.5
1644 04 15 08 07 1  11.8  -5.1  23.9  35.7  -8.7 C 1  3 60       pavai        NaN   NaN   NaN 24.0  23.7  13.0
1644 04 17 07 18 1  12.4  -5.0  60.1  72.5 -17.2 C 1  2 58       pavai        NaN   NaN   NaN 60.0  10.2  10.2
1644 04 17 07 18 1  12.4  -5.0  63.4  75.8 -10.8 C 1  3 56       pavai        NaN   NaN   NaN 63.0  23.7  26.1
1644 04 17 07 18 1  12.4  -5.0  42.6  55.0  -8.7 C 1  2 60       pavai        NaN   NaN   NaN 42.4  10.2   6.9
1644 04 17 07 18 1  12.4  -5.0  48.0  60.4  -8.2 C 1  2 60       pavai        NaN   NaN   NaN 47.8  10.2   7.6
1644 04 17 07 18 1  12.4  -5.0  50.4  62.8  -8.9 C 1  3 60       pavai        NaN   NaN   NaN 50.2  23.7  18.5
1644 04 17 07 18 1  12.4  -5.0  40.1  52.5  -9.8 C 1  3 60       pavai        NaN   NaN   NaN 40.0  23.7  15.5
1644 04 17 07 18 1  12.4  -5.0  40.8  53.2  -7.7 C 1  3 60       pavai        NaN   NaN   NaN 40.6  23.7  15.6
1644 04 18 07 07 1  12.8  -4.9  76.9  89.7 -10.5 C 1  2 56       pavai        NaN   NaN   NaN 76.3  10.2  21.5
1644 04 18 07 07 1  12.8  -4.9  61.9  74.7  -9.1 C 1  3 60       pavai        NaN   NaN   NaN 61.5  23.7  24.9
1644 04 18 07 07 1  12.8  -4.9  55.0  67.8 -10.5 C 1  3 60       pavai        NaN   NaN   NaN 54.7  23.7  20.5
1644 04 18 07 07 1  12.8  -4.9  55.4  68.2  -8.3 C 1  2 60       pavai        NaN   NaN   NaN 55.1  10.2   8.9
1644 04 19 07 40 1  13.1  -4.8  77.8  90.9  -8.3 C 1  2 60       pavai        NaN   NaN   NaN 77.3  10.2  23.1
1644 04 19 07 40 1  13.1  -4.8  67.2  80.3 -10.1 C 1  2 60       pavai        NaN   NaN   NaN 66.7  10.2  12.9
1644 04 19 07 40 1  13.1  -4.8  67.3  80.4  -8.4 C 1  1 60       pavai        NaN   NaN   NaN 66.9   5.6   7.1
1644 04 20 08 24 1  13.4  -4.7  85.1  98.5  -6.4 C 1  0 60       pavai        NaN   NaN   NaN 84.6   1.1   5.9
1644 04 20 08 24 1  13.4  -4.7  84.1  97.5  -8.1 C 1  0 60       pavai        NaN   NaN   NaN 83.5   1.1   4.9
1644 04 20 08 24 1  13.4  -4.7  85.7  99.1  -9.2 C 1  1 60       pavai        NaN   NaN   NaN 85.0   5.6  32.2
1644 05 04 06 55 1  17.6  -3.3 -51.0 326.6   5.9 C 1  2 61       pavai        NaN   NaN   NaN 51.7  10.1   8.2
1644 05 04 06 55 1  17.6  -3.3 -52.9 324.7   6.9 C 1  2 61       pavai        NaN   NaN   NaN 53.8  10.1   8.5
1644 05 04 06 55 1  17.6  -3.3 -56.5 321.1   6.9 C 1  1 61       pavai        NaN   NaN   NaN 57.3   5.6   5.2
1644 05 04 06 55 1  17.6  -3.3 -54.9 322.7   5.9 C 1  1 61       pavai        NaN   NaN   NaN 55.6   5.6   5.0
1644 05 04 06 55 1  17.6  -3.3 -53.3 324.3   5.3 C 1  1 61       pavai        NaN   NaN   NaN 53.9   5.6   4.8
1644 05 04 06 55 1  17.6  -3.3 -79.4 298.2 -11.0 C 1  1 62       pavai        NaN   NaN   NaN 79.0   5.6  14.6
1644 05 04 06 55 1  17.6  -3.3 -74.2 303.4 -11.0 C 1  1 62       pavai        NaN   NaN   NaN 73.9   5.6  10.1
1644 05 06 09 25 1  18.1  -3.0 -22.7 355.4   5.0 C 1  1 61       pavai        NaN   NaN   NaN 24.1   5.6   3.1
1644 05 06 09 25 1  18.1  -3.0 -22.5 355.6   6.1 C 1  1 61       pavai        NaN   NaN   NaN 24.3   5.6   3.1
1644 05 06 09 25 1  18.1  -3.0 -22.3 355.8   7.1 C 1  1 61       pavai        NaN   NaN   NaN 24.5   5.6   3.1
1644 05 06 09 25 1  18.1  -3.0 -25.7 352.4   6.4 C 1  1 61       pavai        NaN   NaN   NaN 27.3   5.6   3.2
1644 05 06 09 25 1  18.1  -3.0 -26.0 352.1   8.1 C 1  2 61       pavai        NaN   NaN   NaN 28.2  10.1   5.7
1644 05 06 09 25 1  18.1  -3.0 -27.9 350.2   4.5 C 1  3 61       pavai        NaN   NaN   NaN 28.9  23.6  13.5
1644 05 06 09 25 1  18.1  -3.0 -30.4 347.7   7.7 C 1  3 61       pavai        NaN   NaN   NaN 32.2  23.6  13.9
1644 05 06 09 25 1  18.1  -3.0 -20.9 357.2   5.4 C 1  4 61       pavai        NaN   NaN   NaN 22.5  41.6  22.5
1644 05 06 09 25 1  18.1  -3.0 -45.9 332.2  -9.5 C 1  2 62       pavai        NaN   NaN   NaN 46.0  10.1   7.3
1644 05 06 09 25 1  18.1  -3.0 -53.2 324.9  -9.3 C 1  3 62       pavai        NaN   NaN   NaN 53.2  23.6  19.7
1644 05 07 08 15 1  18.3  -2.9  -9.2   9.1   8.5 C 1  1 61       pavai        NaN   NaN   NaN 14.7   5.6   2.9
1644 05 07 08 15 1  18.3  -2.9  -9.9   8.4   6.1 C 1  1 61       pavai        NaN   NaN   NaN 13.4   5.6   2.9
1644 05 07 08 15 1  18.3  -2.9  -7.8  10.5   7.1 C 1  3 61       pavai        NaN   NaN   NaN 12.7  23.6  12.1
1644 05 07 08 15 1  18.3  -2.9 -19.9 358.4   7.9 C 1  4 61       pavai        NaN   NaN   NaN 22.6  41.6  22.5
1644 05 07 08 15 1  18.3  -2.9 -10.3   8.0   7.0 C 1  0 61       pavai        NaN   NaN   NaN 14.3   1.1   0.6
1644 05 07 08 15 1  18.3  -2.9 -10.1   8.2   8.0 C 1  0 61       pavai        NaN   NaN   NaN 14.9   1.1   0.6
1644 05 07 08 15 1  18.3  -2.9  -9.1   9.2   7.2 C 1  0 61       pavai        NaN   NaN   NaN 13.6   1.1   0.6
1644 05 07 08 15 1  18.3  -2.9  -9.3   9.0   6.2 C 1  0 61       pavai        NaN   NaN   NaN 13.0   1.1   0.6
1644 05 07 08 15 1  18.3  -2.9 -17.5   0.8   5.2 C 1  0 61       pavai        NaN   NaN   NaN 19.3   1.1   0.6
1644 05 07 08 15 1  18.3  -2.9 -16.9   1.4   5.9 C 1  0 61       pavai        NaN   NaN   NaN 19.0   1.1   0.6
1644 05 07 08 15 1  18.3  -2.9 -16.6   1.7   6.8 C 1  0 61       pavai        NaN   NaN   NaN 19.2   1.1   0.6
1644 05 07 08 15 1  18.3  -2.9 -16.3   2.0   7.9 C 1  3 61       pavai        NaN   NaN   NaN 19.5  23.6  12.5
1644 05 07 08 15 1  18.3  -2.9 -33.5 344.8  -9.6 C 1  3 62       pavai        NaN   NaN   NaN 33.9  23.6  14.2
1644 05 07 08 15 1  18.3  -2.9 -40.1 338.2  -9.3 C 1  4 62       pavai        NaN   NaN   NaN 40.3  41.6  27.3
1644 05 07 08 15 1  18.3  -2.9 -42.1 336.2  -8.1 C 1  2 62       pavai        NaN   NaN   NaN 42.2  10.1   6.8
1644 05 08 07 23 1  18.6  -2.8  -3.2  15.4   8.5 C 1  1 61       pavai        NaN   NaN   NaN 11.8   5.6   2.9
1644 05 08 07 23 1  18.6  -2.8   6.6  25.2   7.6 C 1  3 61       pavai        NaN   NaN   NaN 12.3  23.6  12.1
1644 05 08 07 23 1  18.6  -2.8  -6.2  12.4   8.7 C 1  3 61       pavai        NaN   NaN   NaN 13.1  23.6  12.1
1644 05 08 07 23 1  18.6  -2.8   6.0  24.6   6.9 C 1  0 61       pavai        NaN   NaN   NaN 11.4   1.1   0.6
1644 05 08 07 23 1  18.6  -2.8  -6.6  12.0   9.4 C 1  0 61       pavai        NaN   NaN   NaN 13.9   1.1   0.6
1644 05 08 07 23 1  18.6  -2.8  -5.4  13.2   8.2 C 1  0 61       pavai        NaN   NaN   NaN 12.3   1.1   0.6
1644 05 08 07 23 1  18.6  -2.8   4.8  23.4   6.7 C 1  0 61       pavai        NaN   NaN   NaN 10.7   1.1   0.6
1644 05 08 07 23 1  18.6  -2.8   5.3  23.9   6.2 C 1  0 61       pavai        NaN   NaN   NaN 10.5   1.1   0.6
1644 05 08 07 23 1  18.6  -2.8   4.1  22.7   6.3 C 1  0 61       pavai        NaN   NaN   NaN 10.0   1.1   0.6
1644 05 08 07 23 1  18.6  -2.8   3.3  21.9   8.0 C 1  0 61       pavai        NaN   NaN   NaN 11.3   1.1   0.6
1644 05 08 07 23 1  18.6  -2.8 -29.8 348.8  -7.8 C 1  0 62       pavai        NaN   NaN   NaN 30.1   1.1   0.6
1644 05 08 07 23 1  18.6  -2.8 -28.7 349.9  -8.1 C 1  0 62       pavai        NaN   NaN   NaN 29.0   1.1   0.6
1644 05 08 07 23 1  18.6  -2.8 -27.1 351.5  -9.4 C 1  2 62       pavai        NaN   NaN   NaN 27.7  10.1   5.7
1644 05 08 07 23 1  18.6  -2.8 -25.8 352.8  -8.9 C 1  3 62       pavai        NaN   NaN   NaN 26.4  23.6  13.2
1644 05 08 07 23 1  18.6  -2.8 -19.6 359.0  -9.0 C 1  3 62       pavai        NaN   NaN   NaN 20.4  23.6  12.6
1644 05 10 08 26 1  19.1  -2.6  37.8  56.9   8.7 C 1  1 61       pavai        NaN   NaN   NaN 39.3   5.6   3.6
1644 05 10 08 26 1  19.1  -2.6  39.0  58.1   9.8 C 1  2 61       pavai        NaN   NaN   NaN 40.8  10.1   6.7
1644 05 10 08 26 1  19.1  -2.6  32.8  51.9   9.3 C 1  3 61       pavai        NaN   NaN   NaN 34.8  23.6  14.4
1644 05 10 08 26 1  19.1  -2.6  34.3  53.4   7.6 C 1  3 61       pavai        NaN   NaN   NaN 35.7  23.6  14.5
1644 05 10 08 26 1  19.1  -2.6  20.0  39.1   9.0 C 1  3 61       pavai        NaN   NaN   NaN 23.1  23.6  12.8
1644 05 10 08 26 1  19.1  -2.6  35.9  55.0   9.4 C 1  4 61       pavai        NaN   NaN   NaN 37.7  41.6  26.3
1644 05 10 08 26 1  19.1  -2.6  24.1  43.2   8.4 C 1  0 61       pavai        NaN   NaN   NaN 26.4   1.1   0.6
1644 05 10 08 26 1  19.1  -2.6  23.2  42.3   8.5 C 1  0 61       pavai        NaN   NaN   NaN 25.7   1.1   0.6
1644 05 10 08 26 1  19.1  -2.6  23.3  42.4   9.3 C 1  0 61       pavai        NaN   NaN   NaN 26.1   1.1   0.6
1644 05 10 08 26 1  19.1  -2.6  23.7  42.8   9.6 C 1  0 61       pavai        NaN   NaN   NaN 26.6   1.1   0.6
1644 05 10 08 26 1  19.1  -2.6   5.9  25.0  -8.6 C 1  1 62       pavai        NaN   NaN   NaN  8.4   5.6   2.8
1644 05 10 08 26 1  19.1  -2.6   7.0  26.1  -9.3 C 1  3 62       pavai        NaN   NaN   NaN  9.7  23.6  12.0
1644 05 10 08 26 1  19.1  -2.6   0.1  19.2  -4.5 C 1  3 62       pavai        NaN   NaN   NaN  1.9  23.6  11.8
1644 05 10 08 26 1  19.1  -2.6   1.0  20.1  -7.1 C 1  8 62       pavai        NaN   NaN   NaN  4.6 207.9 104.3
1644 05 10 08 26 1  19.1  -2.6  -1.9  17.2  -6.5 C 1  2 62       pavai        NaN   NaN   NaN  4.3  10.1   5.1
1644 05 11 08 49 1  19.3  -2.5  50.1  69.4   5.5 C 1  2 61       pavai        NaN   NaN   NaN 50.7  10.1   8.0
1644 05 11 08 49 1  19.3  -2.5  38.1  57.4   7.0 C 1  3 61       pavai        NaN   NaN   NaN 39.2  23.6  15.2
1644 05 11 08 49 1  19.3  -2.5  53.6  72.9   7.1 C 1  4 61       pavai        NaN   NaN   NaN 54.3  41.6  35.7
1644 05 11 08 49 1  19.3  -2.5  51.8  71.1   6.5 C 1  2 61       pavai        NaN   NaN   NaN 52.5  10.1   8.3
